timestamp,tool_id,tool_type,carbide_grade,coating,tool_diameter_mm,number_of_flutes,machine_id,shift,workpiece_material,workpiece_hardness_HB,spindle_speed_rpm,feed_rate_mm_min,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,cutting_time_min,parts_produced,material_removal_rate_cm3_min,temperature_rise_C,vibration_mm_s,power_consumption_kW,cutting_force_increase_%,surface_roughness_Ra_um,flank_wear_VB_mm,crater_wear_KT_mm,dimensional_deviation_mm,chip_thickness_ratio,chip_color,edge_chipping,coolant_concentration_%,coolant_flow_L_min,coolant_pressure_bar,tool_condition,tool_condition_desc
2025-09-10 20:51:59,CB002,Carbide,M20,AlCrN,10,4,HAAS_VF4,Morning,Steel_42CrMo4,280,6754.7,2797.2,212.2,0.104,2.27,5.79,26.39,10,36.75,174.9,0.601,1.43,6.1,0.97,0.05,0.001,0.01,1.66,Silver,0,7.1,17.5,27.6,1,Acceptable
2025-09-10 21:10:59,CB012,Carbide,K10,TiN,16,5,DOOSAN_DNM_5700,Morning,Aluminum_7075,150,8691.1,7124.7,436.9,0.164,6.4,9.92,29.95,11,452.28,353.1,0.414,13.54,2.1,0.61,0.042,0.004,0.0092,1.55,Straw,0,9.0,12.7,5.0,0,Good
2025-09-10 21:57:00,CB018,Carbide,P30,TiAlN,12,3,OKUMA_GENOS_L400,Night,Steel_16MnCr5,220,5241.6,1462.1,197.6,0.093,3.03,7.22,8.35,3,31.94,221.1,0.379,1.14,1.5,0.54,-0.006,0.0,0.0044,1.54,Silver,0,9.2,16.7,21.9,0,Good
2025-09-10 21:59:59,CB016,Carbide,P10,TiN,8,3,MAZAK_INTEGREX_i200,Night,Cast_Iron_GG25,180,8119.6,2984.1,204.1,0.123,1.77,5.59,32.07,12,29.5,170.1,0.56,0.67,4.5,0.93,0.026,0.001,0.0076,1.61,Silver,0,9.7,16.9,5.0,0,Good
2025-09-10 23:01:59,CB016,Carbide,P20,TiN,20,6,DMG_MORI_NLX2500,Afternoon,Steel_C45,200,4138.4,2184.7,260.0,0.088,3.55,10.68,31.41,12,82.89,193.1,0.755,2.9,6.4,0.85,0.084,0.003,0.0134,1.65,Silver,0,7.2,11.2,22.3,0,Good
2025-09-10 23:12:59,CB014,Carbide,M20,TiAlN,8,4,DOOSAN_DNM_5700,Morning,Cast_Iron_GG25,180,8339.5,4801.8,209.6,0.144,2.26,5.17,71.32,28,56.01,206.5,0.792,1.86,8.3,1.22,0.095,0.005,0.0145,1.74,Silver,0,9.8,14.9,5.0,1,Acceptable
2025-09-10 23:15:00,CB001,Carbide,M20,TiAlN,12,3,MAZAK_INTEGREX_i200,Morning,Steel_C45,200,5725.1,1944.1,215.8,0.113,3.12,6.67,40.16,16,40.49,195.7,0.764,1.47,6.7,0.85,0.058,0.0,0.0108,1.69,Silver,0,6.8,19.1,27.4,1,Acceptable
2025-09-11 00:48:00,CB013,Carbide,K10,TiAlN,10,3,HAAS_VF4,Night,Cast_Iron_GG25,180,5663.9,1789.6,177.9,0.105,2.85,5.24,68.4,27,26.76,158.2,0.704,0.65,8.0,1.17,0.092,0.0,0.0142,1.73,Silver,0,8.7,17.7,47.1,1,Acceptable
2025-09-11 00:49:59,CB006,Carbide,P20,AlCrN,6,3,DMG_MORI_NLX2500,Morning,Steel_C45,200,10878.6,3081.3,205.1,0.094,1.17,3.44,95.07,38,12.4,158.9,1.323,-0.01,17.0,1.85,0.211,0.0,0.0261,1.95,Silver,0,7.9,16.0,37.2,2,Replace
2025-09-11 00:50:59,CB008,Carbide,M20,TiCN,16,5,DMG_MORI_NLX2500,Morning,Steel_16MnCr5,220,5321.0,2980.7,267.5,0.112,3.78,10.19,14.2,5,114.89,231.8,0.53,3.62,2.9,0.59,0.04,0.004,0.009,1.57,Silver,0,6.2,15.8,42.2,0,Good
2025-09-11 01:31:00,CB011,Carbide,P20,TiAlN,20,5,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,2584.4,1769.9,162.4,0.137,6.1,11.73,2.88,1,126.69,217.0,0.328,3.94,0.3,0.55,0.056,0.0,0.0106,1.51,Silver,0,9.2,21.6,16.7,0,Good
2025-09-11 03:15:59,CB005,Carbide,M20,AlCrN,10,3,DMG_MORI_NLX2500,Afternoon,Aluminum_7075,150,13360.2,5765.5,419.7,0.144,3.66,5.66,48.79,19,119.4,265.4,0.497,3.46,3.0,0.62,0.027,0.003,0.0077,1.58,Silver,0,8.7,18.0,35.1,0,Good
2025-09-11 03:47:00,CB014,Carbide,P10,TiAlN,6,3,MAZAK_INTEGREX_i200,Night,Cast_Iron_GG25,180,9665.5,3174.6,182.2,0.109,1.73,4.18,13.26,5,22.95,176.4,0.411,0.96,1.5,0.46,0.004,0.0,0.0054,1.54,Silver,0,7.4,22.5,46.8,0,Good
2025-09-11 03:48:59,CB020,Carbide,K10,TiN,10,4,HAAS_VF4,Afternoon,Aluminum_7075,150,14967.9,9896.7,470.2,0.165,3.9,6.02,281.06,112,232.17,304.5,1.421,7.19,19.9,2.03,0.231,0.066,0.0281,1.97,Straw,0,8.0,10.7,5.0,2,Replace
2025-09-11 04:02:00,CB006,Carbide,M20,AlCrN,16,6,MAZAK_INTEGREX_i200,Afternoon,Steel_C45,200,5534.0,3147.8,278.2,0.095,3.16,11.17,28.88,11,111.05,221.8,0.671,3.74,5.2,0.76,0.074,0.008,0.0124,1.64,Silver,0,8.0,18.4,24.6,0,Good
2025-09-11 05:29:59,CB017,Carbide,P10,TiAlN,20,6,OKUMA_GENOS_L400,Afternoon,Steel_C45,200,4480.3,2404.6,281.5,0.089,3.79,10.79,38.97,15,98.4,204.5,0.767,3.14,6.5,1.04,0.079,0.012,0.0129,1.69,Silver,0,8.4,21.4,17.1,1,Acceptable
2025-09-11 06:03:59,CB014,Carbide,P30,TiAlN,6,4,MAZAK_INTEGREX_i200,Morning,Steel_C45,200,15291.5,6681.7,288.2,0.109,1.31,3.33,0.8,0,29.14,188.5,0.319,1.14,0.1,0.43,0.02,0.0,0.007,1.5,Silver,0,9.5,14.7,16.6,0,Good
2025-09-11 09:02:59,CB001,Carbide,P10,TiN,20,6,OKUMA_GENOS_L400,Night,Steel_42CrMo4,280,2881.1,1442.4,181.0,0.083,4.04,13.98,11.99,4,81.51,188.5,0.481,2.95,3.1,0.75,0.062,0.0,0.0112,1.57,Silver,0,6.8,18.8,5.0,0,Good
2025-09-11 09:19:59,CB016,Carbide,P20,TiCN,16,5,HAAS_VF4,Morning,Cast_Iron_GG25,180,4417.4,2523.9,222.0,0.114,4.38,9.15,26.33,10,101.25,189.0,0.407,3.48,3.5,0.7,0.04,0.004,0.009,1.59,Silver,0,7.0,17.7,13.9,0,Good
2025-09-11 09:39:59,CB016,Carbide,M20,TiCN,6,4,DMG_MORI_NLX2500,Afternoon,Steel_C45,200,13700.3,6549.0,258.2,0.12,1.11,3.63,8.3,3,26.32,200.5,0.426,0.67,1.6,0.62,0.006,0.001,0.0056,1.54,Silver,0,6.0,19.0,40.5,0,Good
2025-09-11 10:31:59,CB003,Carbide,P20,TiN,20,4,DMG_MORI_NLX2500,Afternoon,Aluminum_7075,150,5628.3,3670.1,353.6,0.163,8.55,12.5,94.26,37,392.18,376.4,0.726,11.93,6.7,0.97,0.069,0.0,0.0119,1.66,Straw,0,6.8,22.3,29.8,1,Acceptable
2025-09-11 10:47:00,CB002,Carbide,K10,TiN,12,4,OKUMA_GENOS_L400,Afternoon,Steel_C45,200,5610.6,2616.1,211.5,0.117,2.87,7.81,88.74,35,58.71,201.0,1.402,1.99,18.0,1.83,0.206,0.0,0.0256,1.92,Silver,0,7.0,11.3,34.0,2,Replace
2025-09-11 11:31:59,CB017,Carbide,P30,TiAlN,20,5,OKUMA_GENOS_L400,Afternoon,Cast_Iron_GG25,180,2891.4,1562.3,181.7,0.108,4.49,10.77,100.9,40,75.55,207.9,1.05,2.63,11.8,1.34,0.168,0.0,0.0218,1.84,Silver,0,6.5,18.0,17.4,1,Acceptable
2025-09-11 12:35:59,CB008,Carbide,P30,TiN,8,2,DOOSAN_DNM_5700,Night,Steel_42CrMo4,280,8166.4,1745.8,205.2,0.107,2.01,4.02,43.7,17,14.09,209.8,0.979,0.35,11.5,1.21,0.126,0.0,0.0176,1.77,Silver,0,6.5,14.7,5.0,1,Acceptable
2025-09-11 12:55:59,CB003,Carbide,K10,TiCN,8,2,DMG_MORI_NLX2500,Afternoon,Steel_C45,200,9312.9,2063.0,234.1,0.111,2.16,4.63,8.47,3,20.69,197.4,0.368,0.68,1.6,0.79,0.017,0.0,0.0067,1.54,Silver,0,9.1,10.4,5.0,0,Good
2025-09-11 13:31:59,CB017,Carbide,P10,Uncoated,10,3,HAAS_VF4,Afternoon,Steel_C45,200,6641.2,1957.9,208.6,0.098,2.12,5.58,11.22,4,23.16,254.9,0.458,0.78,2.7,0.79,0.039,0.0,0.0089,1.55,Silver,0,9.1,21.1,5.0,0,Good
2025-09-11 13:43:59,CB019,Carbide,M20,TiN,6,4,DOOSAN_DNM_5700,Morning,Steel_C45,200,15747.5,7266.6,296.8,0.115,1.54,3.23,14.65,5,36.17,182.6,0.539,1.09,3.0,0.67,0.024,0.007,0.0074,1.57,Silver,0,7.8,11.5,34.8,0,Good
2025-09-11 14:15:59,CB013,Carbide,K10,TiN,8,4,DOOSAN_DNM_5700,Morning,Steel_42CrMo4,280,7280.0,2603.5,183.0,0.089,1.69,4.8,0.36,0,21.13,213.1,0.309,0.6,0.1,0.32,-0.016,0.0,0.0034,1.5,Silver,0,6.0,19.0,13.1,0,Good
2025-09-11 14:48:59,CB020,Carbide,K10,TiN,8,4,OKUMA_GENOS_L400,Afternoon,Steel_42CrMo4,280,8789.5,4019.6,220.9,0.114,1.72,4.71,11.53,4,32.52,197.4,0.461,1.49,3.0,0.7,0.01,0.002,0.006,1.57,Silver,0,8.9,16.5,5.0,0,Good
2025-09-11 15:21:59,CB019,Carbide,M20,Uncoated,20,5,HAAS_VF4,Night,Steel_16MnCr5,220,3437.5,2053.5,216.0,0.119,4.67,10.24,7.04,2,98.22,282.6,0.482,3.13,1.8,0.99,-0.02,0.0,0.003,1.54,Silver,0,6.2,15.1,27.5,0,Good
2025-09-11 16:22:59,CB019,Carbide,K10,TiAlN,8,3,MAZAK_INTEGREX_i200,Afternoon,Aluminum_7075,150,13874.8,5030.2,348.7,0.121,3.65,4.44,158.86,63,81.6,255.2,0.84,2.6,9.3,1.06,0.106,0.0,0.0156,1.76,Silver,0,9.9,18.3,15.1,1,Acceptable
2025-09-11 16:33:59,CB011,Carbide,P20,TiN,12,4,HAAS_VF4,Night,Steel_C45,200,6670.6,2584.1,251.5,0.097,2.12,7.13,17.76,7,39.13,184.1,0.507,1.09,3.6,0.61,0.077,0.0,0.0127,1.58,Silver,0,6.1,14.7,22.9,0,Good
2025-09-11 17:20:59,CB003,Carbide,K10,TiAlN,6,2,DMG_MORI_NLX2500,Night,Cast_Iron_GG25,180,12005.7,3345.7,226.3,0.139,1.41,3.64,4.46,1,17.14,188.9,0.339,0.4,0.5,0.46,-0.009,0.001,0.0041,1.51,Silver,0,6.7,22.8,37.2,0,Good
2025-09-11 17:29:59,CB013,Carbide,P20,TiN,8,3,DMG_MORI_NLX2500,Morning,Steel_C45,200,9947.2,3303.3,250.0,0.111,1.59,5.09,161.56,64,26.7,166.9,2.198,0.82,32.7,2.94,0.35,0.0,0.04,2.27,Silver,0,7.4,24.6,27.4,2,Replace
2025-09-11 17:40:00,CB019,Carbide,P30,TiCN,10,4,MAZAK_INTEGREX_i200,Afternoon,Steel_C45,200,9128.7,3668.1,286.8,0.1,1.81,6.65,83.89,33,44.05,196.1,1.164,1.46,16.0,1.56,0.184,0.029,0.0234,1.9,Silver,0,9.6,18.6,13.3,2,Replace
2025-09-11 17:56:59,CB009,Carbide,P20,TiAlN,16,4,DOOSAN_DNM_5700,Afternoon,Cast_Iron_GG25,180,3194.8,1839.9,160.6,0.144,5.22,10.69,58.98,23,102.54,220.6,0.813,3.37,6.9,0.98,0.074,0.0,0.0124,1.7,Silver,0,8.2,18.9,5.0,1,Acceptable
2025-09-11 18:45:59,CB019,Carbide,P20,TiN,8,2,DMG_MORI_NLX2500,Afternoon,Steel_C45,200,9654.0,2020.7,242.6,0.105,1.47,4.08,5.71,2,12.15,184.8,0.394,0.05,1.2,0.49,0.055,0.0,0.0105,1.53,Silver,0,7.6,14.6,19.3,0,Good
2025-09-11 19:33:00,CB012,Carbide,P30,AlCrN,20,5,DOOSAN_DNM_5700,Afternoon,Steel_C45,200,3776.5,2140.1,237.3,0.113,3.59,11.74,6.13,2,90.22,165.7,0.355,2.68,1.1,0.52,-0.02,0.0,0.003,1.53,Silver,0,8.0,10.0,15.1,0,Good
2025-09-11 20:05:00,CB017,Carbide,P30,TiAlN,6,4,HAAS_VF4,Morning,Steel_C45,200,11653.1,3761.5,219.7,0.081,1.31,3.42,50.43,20,16.86,168.1,0.786,0.43,8.4,1.06,0.134,0.0,0.0184,1.74,Silver,0,9.4,20.1,38.1,1,Acceptable
2025-09-11 20:08:59,CB012,Carbide,P10,TiAlN,6,3,OKUMA_GENOS_L400,Morning,Steel_C45,200,15333.0,4022.4,289.0,0.087,1.26,3.12,0.68,0,15.86,180.2,0.312,0.76,0.1,0.34,0.016,0.0,0.0066,1.5,Silver,0,8.0,11.3,16.1,0,Good
2025-09-11 20:13:59,CB004,Carbide,M20,TiAlN,8,2,HAAS_VF4,Afternoon,Cast_Iron_GG25,180,6823.7,1896.9,171.5,0.139,1.93,4.58,13.55,5,16.75,170.2,0.396,0.47,1.6,0.29,0.027,0.0,0.0077,1.55,Silver,0,6.7,23.8,44.4,0,Good
2025-09-11 22:40:59,CB005,Carbide,P20,TiAlN,20,4,MAZAK_INTEGREX_i200,Morning,Steel_16MnCr5,220,4191.3,1822.2,263.3,0.109,4.06,12.46,34.52,13,92.29,224.5,0.707,2.9,6.1,0.81,0.088,0.008,0.0138,1.67,Silver,0,7.0,13.8,22.0,1,Acceptable
2025-09-11 22:46:59,CB003,Carbide,M20,TiN,12,4,MAZAK_INTEGREX_i200,Morning,Cast_Iron_GG25,180,5154.3,2236.7,194.3,0.108,2.65,6.88,249.95,99,40.77,166.8,2.344,1.31,35.4,3.25,0.35,0.0,0.04,2.33,Silver,0,9.8,11.8,27.4,2,Replace
2025-09-11 23:08:59,CB017,Carbide,M20,TiAlN,12,3,DMG_MORI_NLX2500,Night,Steel_42CrMo4,280,6095.5,1640.2,229.8,0.09,2.14,7.95,8.69,3,27.93,196.8,0.362,0.72,1.9,0.59,0.015,0.002,0.0065,1.55,Silver,0,8.5,20.1,35.8,0,Good
2025-09-11 23:35:59,CB015,Carbide,P10,TiAlN,16,6,DMG_MORI_NLX2500,Afternoon,Steel_16MnCr5,220,4351.1,3066.3,218.7,0.117,3.39,11.04,42.41,16,114.78,190.2,0.749,3.85,7.5,0.89,0.02,0.0,0.007,1.71,Silver,0,7.3,10.0,39.3,1,Acceptable
2025-09-11 23:37:59,CB018,Carbide,P20,AlCrN,12,2,DMG_MORI_NLX2500,Morning,Steel_C45,200,6973.4,1446.7,262.9,0.104,2.13,7.7,70.37,28,23.76,189.1,0.963,0.49,12.6,1.58,0.114,0.009,0.0164,1.84,Silver,0,9.7,11.2,39.7,1,Acceptable
2025-09-12 01:00:59,CB004,Carbide,P20,AlCrN,10,3,OKUMA_GENOS_L400,Night,Steel_16MnCr5,220,8368.4,2103.8,262.9,0.084,2.51,5.09,12.31,4,26.87,223.8,0.479,0.75,2.3,0.43,0.025,0.003,0.0075,1.56,Silver,0,9.4,20.0,5.0,0,Good
2025-09-12 01:07:59,CB005,Carbide,P20,TiAlN,12,2,DMG_MORI_NLX2500,Afternoon,Steel_16MnCr5,220,5475.8,905.5,206.4,0.083,3.27,6.75,20.39,8,20.0,201.3,0.535,0.53,3.6,0.72,0.053,0.0,0.0103,1.6,Silver,0,6.8,20.4,23.2,0,Good
2025-09-12 03:48:59,CB018,Carbide,P10,Uncoated,10,2,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,6899.3,1309.8,216.7,0.095,2.37,6.8,19.04,7,21.12,214.5,0.675,0.53,5.9,0.95,0.037,0.002,0.0087,1.62,Silver,0,9.5,10.8,15.0,0,Good
2025-09-12 05:50:00,CB012,Carbide,M20,TiAlN,16,6,HAAS_VF4,Afternoon,Steel_C45,200,4357.4,2705.7,219.0,0.103,2.87,9.13,1.98,0,70.85,234.6,0.267,1.74,0.3,0.45,0.016,0.0,0.0066,1.51,Silver,0,7.9,16.9,43.9,0,Good
2025-09-12 06:51:59,CB018,Carbide,P20,TiAlN,20,6,MAZAK_INTEGREX_i200,Morning,Steel_C45,200,4703.2,2675.5,295.5,0.095,4.23,11.21,26.42,10,126.77,225.4,0.505,4.14,4.4,0.82,0.049,0.011,0.0099,1.63,Silver,0,7.2,22.3,5.0,0,Good
2025-09-12 07:40:59,CB016,Carbide,P10,TiAlN,10,4,MAZAK_INTEGREX_i200,Afternoon,Steel_42CrMo4,280,6884.2,2762.4,216.3,0.1,2.16,6.43,24.78,9,38.28,192.7,0.623,1.65,5.4,0.77,0.068,0.002,0.0118,1.65,Silver,0,6.4,18.3,5.0,1,Acceptable
2025-09-12 08:29:00,CB010,Carbide,P30,TiN,8,3,HAAS_VF4,Night,Steel_42CrMo4,280,8885.7,2528.5,223.3,0.095,1.84,4.23,105.56,42,19.7,210.6,1.999,0.55,27.7,2.64,0.326,0.017,0.0376,2.15,Silver,0,8.9,15.2,5.0,2,Replace
2025-09-12 08:35:00,CB012,Carbide,M20,TiCN,8,2,DMG_MORI_NLX2500,Night,Cast_Iron_GG25,180,6486.1,1273.0,163.0,0.098,2.41,4.78,56.36,22,14.68,200.1,0.743,0.46,7.5,0.91,0.082,0.0,0.0132,1.69,Silver,0,9.2,20.3,30.1,1,Acceptable
2025-09-12 08:54:59,CB013,Carbide,P30,TiAlN,8,4,MAZAK_INTEGREX_i200,Morning,Cast_Iron_GG25,180,8524.6,3990.6,214.2,0.117,1.8,4.38,26.42,10,31.47,197.0,0.481,1.02,3.1,0.67,0.023,0.003,0.0073,1.59,Silver,0,8.6,15.4,11.3,0,Good
2025-09-12 09:51:59,CB010,Carbide,P30,AlCrN,20,5,HAAS_VF4,Night,Steel_16MnCr5,220,3541.7,1609.3,222.5,0.091,3.65,10.81,47.24,18,63.49,182.5,0.853,2.3,8.9,1.16,0.087,0.0,0.0137,1.74,Silver,0,9.1,18.8,5.0,1,Acceptable
2025-09-12 10:13:59,CB005,Carbide,P30,Uncoated,6,2,OKUMA_GENOS_L400,Afternoon,Steel_42CrMo4,280,12617.3,2755.8,237.8,0.109,1.26,3.41,58.63,23,11.84,189.4,1.415,0.55,18.1,2.05,0.242,0.02,0.0292,1.86,Silver,0,9.1,17.8,13.9,2,Replace
2025-09-12 10:37:59,CB017,Carbide,K10,AlCrN,8,3,HAAS_VF4,Morning,Steel_42CrMo4,280,8574.5,2736.5,215.5,0.106,1.52,5.39,49.73,19,22.42,209.7,1.011,0.76,11.5,1.23,0.145,0.003,0.0195,1.81,Silver,0,6.7,20.7,22.4,1,Acceptable
2025-09-12 12:16:59,CB010,Carbide,P30,TiN,10,3,OKUMA_GENOS_L400,Night,Steel_C45,200,7346.6,2259.8,230.8,0.103,2.51,5.01,12.62,5,28.46,245.0,0.516,0.67,2.6,0.64,0.06,0.0,0.011,1.56,Silver,0,9.8,10.8,35.8,0,Good
2025-09-12 12:17:59,CB014,Carbide,M20,TiN,12,2,DMG_MORI_NLX2500,Night,Steel_C45,200,6845.1,1113.9,258.1,0.081,2.88,7.58,14.83,5,24.31,199.4,0.55,0.79,3.0,0.56,0.032,0.001,0.0082,1.57,Silver,0,7.8,23.6,15.6,0,Good
2025-09-12 12:49:00,CB001,Carbide,P30,AlCrN,16,6,DOOSAN_DNM_5700,Morning,Cast_Iron_GG25,180,4607.3,3176.3,231.6,0.115,3.68,9.5,17.06,6,111.08,214.2,0.369,3.82,2.1,0.67,0.026,0.004,0.0076,1.56,Silver,0,9.4,13.6,24.7,0,Good
2025-09-12 13:38:59,CB015,Carbide,P10,TiAlN,20,5,HAAS_VF4,Afternoon,Steel_42CrMo4,280,3007.5,1271.2,189.0,0.085,4.97,12.0,29.82,11,75.81,193.1,0.692,2.75,6.4,0.75,0.088,0.0,0.0138,1.68,Silver,0,7.5,18.4,5.0,1,Acceptable
2025-09-12 14:04:00,CB009,Carbide,M20,TiN,8,3,HAAS_VF4,Morning,Steel_C45,200,10383.3,3603.3,261.0,0.116,2.13,4.45,118.18,47,34.2,201.4,1.759,0.87,23.9,2.4,0.268,0.012,0.0318,2.06,Silver,0,6.0,20.1,44.4,2,Replace
2025-09-12 14:21:59,CB019,Carbide,P30,TiN,12,3,HAAS_VF4,Afternoon,Steel_C45,200,6887.0,1877.4,259.6,0.091,2.48,6.26,8.64,3,29.17,216.3,0.421,0.87,1.7,0.33,0.017,0.001,0.0067,1.54,Silver,0,7.5,13.0,45.9,0,Good
2025-09-12 15:46:59,CB012,Carbide,K10,TiAlN,6,4,DOOSAN_DNM_5700,Morning,Steel_C45,200,14154.0,5925.5,266.8,0.105,1.24,4.18,8.89,3,30.84,197.5,0.361,0.58,1.5,0.46,0.031,0.001,0.0081,1.54,Silver,0,9.8,21.1,22.7,0,Good
2025-09-12 15:57:59,CB019,Carbide,K10,AlCrN,6,4,MAZAK_INTEGREX_i200,Night,Steel_C45,200,12635.1,4646.4,238.2,0.092,1.08,4.03,57.73,23,20.24,194.5,0.95,0.9,10.3,1.2,0.126,0.0,0.0176,1.77,Silver,0,6.5,13.0,32.8,1,Acceptable
2025-09-12 19:13:59,CB014,Carbide,K10,TiAlN,16,5,HAAS_VF4,Morning,Steel_42CrMo4,280,4644.3,2425.6,233.4,0.104,4.18,10.82,22.62,9,109.67,241.3,0.589,3.65,4.9,0.8,0.068,0.007,0.0118,1.64,Silver,0,8.9,23.4,29.5,0,Good
2025-09-12 19:19:59,CB003,Carbide,P30,TiAlN,12,3,DOOSAN_DNM_5700,Morning,Cast_Iron_GG25,180,4447.9,1618.3,167.7,0.121,3.52,7.21,14.44,5,41.06,204.8,0.352,1.26,1.7,0.57,0.017,0.0,0.0067,1.55,Silver,0,8.7,15.4,28.7,0,Good
2025-09-12 19:31:59,CB014,Carbide,P10,TiAlN,20,6,HAAS_VF4,Afternoon,Steel_42CrMo4,280,3985.1,2386.6,250.4,0.1,3.57,12.01,76.07,30,102.43,170.0,1.35,3.39,16.4,1.93,0.211,0.038,0.0261,1.97,Silver,0,8.4,23.0,27.6,2,Replace
2025-09-12 20:06:59,CB006,Carbide,M20,TiN,12,4,DOOSAN_DNM_5700,Morning,Steel_16MnCr5,220,6243.2,2719.7,235.4,0.109,2.24,7.87,6.3,2,47.85,214.2,0.423,1.66,1.4,0.48,0.009,0.0,0.0059,1.53,Silver,0,9.8,20.4,5.0,0,Good
2025-09-12 20:39:59,CB010,Carbide,P30,TiN,16,6,MAZAK_INTEGREX_i200,Afternoon,Steel_42CrMo4,280,4423.9,2214.5,222.4,0.083,3.55,10.79,28.86,11,84.82,183.8,0.724,2.61,7.6,1.01,0.095,0.004,0.0145,1.68,Silver,0,9.9,16.0,5.0,1,Acceptable
2025-09-12 21:29:59,CB018,Carbide,M20,TiAlN,20,4,OKUMA_GENOS_L400,Afternoon,Steel_C45,200,3284.6,1237.3,206.4,0.094,5.41,11.1,91.56,36,74.32,214.9,1.244,2.01,15.3,1.58,0.15,0.0,0.02,1.94,Silver,0,7.0,23.4,5.0,2,Replace
2025-09-12 21:40:59,CB019,Carbide,P10,TiAlN,6,3,MAZAK_INTEGREX_i200,Afternoon,Steel_42CrMo4,280,12928.2,4604.3,243.7,0.119,1.05,3.67,25.92,10,17.76,179.0,0.62,0.45,5.6,0.96,0.068,0.011,0.0118,1.66,Silver,1,9.9,11.6,5.0,1,Acceptable
2025-09-12 22:53:59,CB018,Carbide,P20,TiAlN,10,4,OKUMA_GENOS_L400,Night,Steel_C45,200,9065.5,3945.0,284.8,0.109,2.05,5.62,1.46,0,45.45,231.1,0.358,1.44,0.2,0.38,0.016,0.0,0.0066,1.51,Silver,0,7.6,16.0,5.0,0,Good
2025-09-13 00:53:00,CB007,Carbide,P30,TiAlN,16,5,DOOSAN_DNM_5700,Afternoon,Steel_C45,200,5224.3,2132.1,262.6,0.082,2.85,11.07,14.23,5,67.2,247.0,0.475,1.95,2.4,0.73,0.009,0.002,0.0059,1.57,Silver,0,7.9,13.4,5.0,0,Good
2025-09-13 00:59:59,CB005,Carbide,P30,AlCrN,8,2,DMG_MORI_NLX2500,Night,Steel_C45,200,10084.8,1614.7,253.5,0.08,1.68,4.97,3.86,1,13.46,194.6,0.285,0.91,0.7,0.61,0.02,0.0,0.007,1.52,Silver,0,7.5,11.2,32.0,0,Good
2025-09-13 01:17:00,CB012,Carbide,M20,TiAlN,8,3,MAZAK_INTEGREX_i200,Night,Steel_16MnCr5,220,9988.2,3344.6,251.0,0.112,2.11,5.03,20.05,8,35.54,190.3,0.513,1.48,3.5,0.62,0.076,0.002,0.0126,1.6,Silver,0,9.0,12.4,21.5,0,Good
2025-09-13 02:07:59,CB015,Carbide,P30,AlCrN,8,2,DOOSAN_DNM_5700,Afternoon,Steel_42CrMo4,280,9626.4,2121.1,241.9,0.11,1.98,5.4,25.3,10,22.63,220.7,0.733,0.7,5.9,0.84,0.032,0.01,0.0082,1.66,Silver,0,9.8,10.6,20.2,1,Acceptable
2025-09-13 02:34:00,CB015,Carbide,P10,TiN,6,3,DOOSAN_DNM_5700,Night,Steel_C45,200,13242.5,4440.5,249.6,0.112,1.31,3.85,15.69,6,22.36,196.5,0.46,0.75,3.2,0.71,-0.005,0.0,0.0045,1.57,Silver,0,9.6,15.5,26.7,0,Good
2025-09-13 02:49:59,CB015,Carbide,P10,AlCrN,12,3,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,4825.7,1862.4,181.9,0.129,3.19,6.87,22.07,8,40.83,222.7,0.442,1.13,2.8,0.72,0.01,0.0,0.006,1.57,Silver,0,9.0,23.3,5.0,0,Good
2025-09-13 03:17:00,CB007,Carbide,M20,TiCN,10,2,DOOSAN_DNM_5700,Night,Aluminum_7075,150,12120.8,3817.5,380.8,0.157,5.28,5.65,175.37,70,113.88,335.2,1.02,3.23,11.7,1.4,0.161,0.0,0.0211,1.79,Straw,0,9.4,15.4,31.3,1,Acceptable
2025-09-13 05:09:59,CB013,Carbide,P30,TiAlN,8,2,DOOSAN_DNM_5700,Night,Steel_42CrMo4,280,9093.7,2040.0,228.5,0.112,1.84,5.37,19.03,7,20.2,200.0,0.583,1.15,4.1,0.84,0.011,0.004,0.0061,1.62,Silver,1,6.8,22.0,28.9,0,Good
2025-09-13 06:28:59,CB019,Carbide,K10,TiCN,10,4,HAAS_VF4,Morning,Cast_Iron_GG25,180,6043.3,2712.7,189.9,0.112,2.91,5.6,27.01,10,44.27,214.8,0.501,1.37,3.6,0.78,0.029,0.0,0.0079,1.59,Silver,0,9.9,23.2,46.0,0,Good
2025-09-13 07:24:00,CB013,Carbide,P30,TiCN,10,3,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,6355.0,2070.2,199.6,0.109,2.84,5.86,56.52,22,34.43,187.2,0.769,0.98,7.5,1.01,0.066,0.0,0.0116,1.69,Silver,0,8.6,23.1,20.9,1,Acceptable
2025-09-13 07:26:59,CB011,Carbide,P30,AlCrN,10,3,MAZAK_INTEGREX_i200,Morning,Steel_42CrMo4,280,5956.4,1688.4,187.1,0.094,1.95,6.94,15.55,6,22.85,193.5,0.431,0.89,3.6,0.67,0.043,0.0,0.0093,1.6,Silver,0,7.0,19.1,15.6,0,Good
